UniProtID	GO_ID	GO_Name	GO_Aspect
A8HXA9	GO:0030246	carbohydrate binding	molecular_function
A8HXA9	GO:0006006	glucose metabolic process	biological_process
A8HXA9	GO:0019318	hexose metabolic process	biological_process
A8HXA9	GO:0033499	galactose catabolic process via UDP-galactose	biological_process
A0A2K3DQJ9	GO:0008195	phosphatidate phosphatase activity	molecular_function
A0A2K3DQJ9	GO:0016787	hydrolase activity	molecular_function
A0A2K3DQJ9	GO:0006651	diacylglycerol biosynthetic process	biological_process
A0A2K3DQJ9	GO:0009507	chloroplast	cellular_component
A0A2K3DQJ9	GO:0016020	membrane	cellular_component
A0A2K3DNN5	GO:0004033	aldo-keto reductase (NADPH) activity	molecular_function
A0A2K3DNN5	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3DNN5	GO:0016020	membrane	cellular_component
A8JFK9	GO:0003729	mRNA binding	molecular_function
A8JFK9	GO:0003735	structural constituent of ribosome	molecular_function
A8JFK9	GO:0003735	structural constituent of ribosome	molecular_function
A8JFK9	GO:0006412	translation	biological_process
A8JFK9	GO:0006412	translation	biological_process
A8JFK9	GO:0005840	ribosome	cellular_component
A0A2K3DQF0	GO:0015020	glucuronosyltransferase activity	molecular_function
A0A2K3DQF0	GO:0042285	xylosyltransferase activity	molecular_function
A0A2K3DQF0	GO:0035269	protein O-linked mannosylation	biological_process
A0A2K3DQF0	GO:0016020	membrane	cellular_component
Q8W1K7	GO:0004672	protein kinase activity	molecular_function
Q8W1K7	GO:0004674	protein serine/threonine kinase activity	molecular_function
Q8W1K7	GO:0004674	protein serine/threonine kinase activity	molecular_function
Q8W1K7	GO:0005524	ATP binding	molecular_function
Q8W1K7	GO:0006897	endocytosis	biological_process
Q8W1K7	GO:0007165	signal transduction	biological_process
Q8W1K7	GO:0005634	nucleus	cellular_component
Q8W1K7	GO:0005737	cytoplasm	cellular_component
A0A2K3DR83	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	biological_process
A0A2K3DR83	GO:0051603	proteolysis involved in protein catabolic process	biological_process
A0A2K3DR83	GO:0000502	proteasome complex	cellular_component
A0A2K3DR83	GO:0005839	proteasome core complex	cellular_component
A0A2K3DR83	GO:0019773	proteasome core complex, alpha-subunit complex	cellular_component
A0A2K3DR83	GO:0019773	proteasome core complex, alpha-subunit complex	cellular_component
A0A2K3DNU6	GO:0004500	dopamine beta-monooxygenase activity	molecular_function
A0A2K3DNU6	GO:0005507	copper ion binding	molecular_function
A0A2K3DNU6	GO:0016020	membrane	cellular_component
A0A2K3DR38	GO:0020037	heme binding	molecular_function
A0A2K3DR38	GO:0016020	membrane	cellular_component
A0A2K3DR38	GO:0043231	intracellular membrane-bounded organelle	cellular_component
A0A2K3DNQ6	GO:0009247	glycolipid biosynthetic process	biological_process
A0A2K3DNQ6	GO:0005811	lipid droplet	cellular_component
A0A2K3DNQ6	GO:0016020	membrane	cellular_component
A0A2K3DNH8	GO:0003676	nucleic acid binding	molecular_function
A0A2K3DNH8	GO:0004523	RNA-DNA hybrid ribonuclease activity	molecular_function
A0A2K3DMK8	GO:0003824	catalytic activity	molecular_function
A0A2K3DMK8	GO:0004736	pyruvate carboxylase activity	molecular_function
A0A2K3DMK8	GO:0004736	pyruvate carboxylase activity	molecular_function
A0A2K3DMK8	GO:0005524	ATP binding	molecular_function
A0A2K3DMK8	GO:0016874	ligase activity	molecular_function
A0A2K3DMK8	GO:0046872	metal ion binding	molecular_function
A0A2K3DMK8	GO:0006090	pyruvate metabolic process	biological_process
A0A2K3DMK8	GO:0006094	gluconeogenesis	biological_process
A0A2K3DMK8	GO:0044281	small molecule metabolic process	biological_process
A8HXY9	GO:0022857	transmembrane transporter activity	molecular_function
A8HXY9	GO:0055085	transmembrane transport	biological_process
A8HXY9	GO:0016020	membrane	cellular_component
A8HVN9	GO:0003824	catalytic activity	molecular_function
A8HVN9	GO:0016787	hydrolase activity	molecular_function
A8HVN9	GO:0047627	adenylylsulfatase activity	molecular_function
A8HVN9	GO:0005737	cytoplasm	cellular_component
A0A2K3DQE6	GO:0003676	nucleic acid binding	molecular_function
A0A2K3DQE6	GO:0003724	RNA helicase activity	molecular_function
A0A2K3DQE6	GO:0003729	mRNA binding	molecular_function
A0A2K3DQE6	GO:0004386	helicase activity	molecular_function
A0A2K3DQE6	GO:0005524	ATP binding	molecular_function
A0A2K3DQE6	GO:0016787	hydrolase activity	molecular_function
A0A2K3DPK3	GO:0016020	membrane	cellular_component
A0A2K3DNY1	GO:0003735	structural constituent of ribosome	molecular_function
A0A2K3DNY1	GO:0003735	structural constituent of ribosome	molecular_function
A0A2K3DNY1	GO:0006412	translation	biological_process
A0A2K3DNY1	GO:0005840	ribosome	cellular_component
A0A2K3DNY1	GO:0022625	cytosolic large ribosomal subunit	cellular_component
A0A2K3DNY1	GO:1990904	ribonucleoprotein complex	cellular_component
Q2HZ24	GO:0009055	electron transfer activity	molecular_function
Q2HZ24	GO:0046872	metal ion binding	molecular_function
Q2HZ24	GO:0051537	2 iron, 2 sulfur cluster binding	molecular_function
Q2HZ24	GO:0022900	electron transport chain	biological_process
Q2HZ24	GO:0009507	chloroplast	cellular_component
A0A2K3DQ34	GO:0004672	protein kinase activity	molecular_function
A0A2K3DQ34	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DQ34	GO:0005524	ATP binding	molecular_function
A0A2K3DQ34	GO:0035556	intracellular signal transduction	biological_process
A0A2K3DQ34	GO:0005634	nucleus	cellular_component
A0A2K3DQ34	GO:0005737	cytoplasm	cellular_component
A0A2K3DPH1	GO:0004862	cAMP-dependent protein kinase inhibitor activity	molecular_function
A0A2K3DPH1	GO:0030552	cAMP binding	molecular_function
A0A2K3DPH1	GO:0034236	protein kinase A catalytic subunit binding	molecular_function
A0A2K3DPH1	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	biological_process
A0A2K3DPH1	GO:0005829	cytosol	cellular_component
A0A2K3DPH1	GO:0005952	cAMP-dependent protein kinase complex	cellular_component
A0A2K3DNG8	GO:0016763	pentosyltransferase activity	molecular_function
A0A2K3DNG8	GO:0043399	tRNA adenosine(64)-2'-O-ribosylphosphate transferase activity	molecular_function
A0A2K3DNG8	GO:0019988	charged-tRNA amino acid modification	biological_process
A0A2K3DNG8	GO:0019988	charged-tRNA amino acid modification	biological_process
A8HWZ6	GO:0003729	mRNA binding	molecular_function
A8HWZ6	GO:0003735	structural constituent of ribosome	molecular_function
A8HWZ6	GO:0003735	structural constituent of ribosome	molecular_function
A8HWZ6	GO:0006412	translation	biological_process
A8HWZ6	GO:0017148	negative regulation of translation	biological_process
A8HWZ6	GO:0005840	ribosome	cellular_component
A8HWZ6	GO:0005840	ribosome	cellular_component
A8HWZ6	GO:0005762	mitochondrial large ribosomal subunit	cellular_component
A8HWZ6	GO:1990904	ribonucleoprotein complex	cellular_component
A0A2K3DP75	GO:0004672	protein kinase activity	molecular_function
A0A2K3DP75	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DP75	GO:0004676	3-phosphoinositide-dependent protein kinase activity	molecular_function
A0A2K3DP75	GO:0004677	DNA-dependent protein kinase activity	molecular_function
A0A2K3DP75	GO:0004679	AMP-activated protein kinase activity	molecular_function
A0A2K3DP75	GO:0004683	calcium/calmodulin-dependent protein kinase activity	molecular_function
A0A2K3DP75	GO:0004694	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function
A0A2K3DP75	GO:0004711	ribosomal protein S6 kinase activity	molecular_function
A0A2K3DP75	GO:0005516	calmodulin binding	molecular_function
A0A2K3DP75	GO:0005524	ATP binding	molecular_function
A0A2K3DP75	GO:0009931	calcium-dependent protein serine/threonine kinase activity	molecular_function
A0A2K3DP75	GO:0035175	histone H3S10 kinase activity	molecular_function
A0A2K3DP75	GO:0035402	histone H3T11 kinase activity	molecular_function
A0A2K3DP75	GO:0035403	histone H3T6 kinase activity	molecular_function
A0A2K3DP75	GO:0035979	histone H2AXS139 kinase activity	molecular_function
A0A2K3DP75	GO:0044022	histone H3S28 kinase activity	molecular_function
A0A2K3DP75	GO:0044023	histone H4S1 kinase activity	molecular_function
A0A2K3DP75	GO:0044024	histone H2AS1 kinase activity	molecular_function
A0A2K3DP75	GO:0044025	histone H2BS14 kinase activity	molecular_function
A0A2K3DP75	GO:0072354	histone H3T3 kinase activity	molecular_function
A0A2K3DP75	GO:0072371	histone H2AS121 kinase activity	molecular_function
A0A2K3DP75	GO:0072518	Rho-dependent protein serine/threonine kinase activity	molecular_function
A0A2K3DP75	GO:0140823	histone H2BS36 kinase activity	molecular_function
A0A2K3DP75	GO:0140855	histone H3S57 kinase activity	molecular_function
A0A2K3DP75	GO:0140857	histone H3T45 kinase activity	molecular_function
A8J971	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	molecular_function
A0A2K3DNV1	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	molecular_function
A0A2K3DPH8	GO:0004175	endopeptidase activity	molecular_function
A0A2K3DPH8	GO:0004298	threonine-type endopeptidase activity	molecular_function
A0A2K3DPH8	GO:0006508	proteolysis	biological_process
A0A2K3DPH8	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	biological_process
A0A2K3DPH8	GO:0051603	proteolysis involved in protein catabolic process	biological_process
A0A2K3DPH8	GO:0005634	nucleus	cellular_component
A0A2K3DPH8	GO:0005829	cytosol	cellular_component
A0A2K3DPH8	GO:0005634	nucleus	cellular_component
A0A2K3DPH8	GO:0005737	cytoplasm	cellular_component
A0A2K3DPH8	GO:0000502	proteasome complex	cellular_component
A0A2K3DPH8	GO:0005839	proteasome core complex	cellular_component
A0A2K3DPH8	GO:0019774	proteasome core complex, beta-subunit complex	cellular_component
A0A2K3DPH8	GO:0019774	proteasome core complex, beta-subunit complex	cellular_component
A0A2K3DQP8	GO:0003824	catalytic activity	molecular_function
A0A2K3DLX4	GO:0005524	ATP binding	molecular_function
A0A2K3DLX4	GO:0016829	lyase activity	molecular_function
A0A2K3DLX4	GO:0016836	hydro-lyase activity	molecular_function
A0A2K3DLX4	GO:0047453	ATP-dependent NAD(P)H-hydrate dehydratase activity	molecular_function
A0A2K3DLX4	GO:0047453	ATP-dependent NAD(P)H-hydrate dehydratase activity	molecular_function
A0A2K3DLX4	GO:0046496	nicotinamide nucleotide metabolic process	biological_process
A0A2K3DLX4	GO:0110051	metabolite repair	biological_process
A0A2K3DQ86	GO:0001734	mRNA m(6)A methyltransferase activity	molecular_function
A0A2K3DQ86	GO:0008168	methyltransferase activity	molecular_function
A0A2K3DQ86	GO:0008168	methyltransferase activity	molecular_function
A0A2K3DQ86	GO:0016556	mRNA modification	biological_process
A0A2K3DQ86	GO:0032259	methylation	biological_process
A0A2K3DQ86	GO:0005634	nucleus	cellular_component
A0A2K3DMI8	GO:0004721	phosphoprotein phosphatase activity	molecular_function
A0A2K3DMI8	GO:0004722	protein serine/threonine phosphatase activity	molecular_function
A0A2K3DMI8	GO:0004722	protein serine/threonine phosphatase activity	molecular_function
A0A2K3DMI8	GO:0017018	myosin phosphatase activity	molecular_function
A0A2K3DMI8	GO:0033192	calmodulin-dependent protein phosphatase activity	molecular_function
A0A2K3DMI8	GO:0046872	metal ion binding	molecular_function
A0A2K3DMI8	GO:0140791	histone H2AXS140 phosphatase activity	molecular_function
A0A2K3DMI8	GO:0180004	RNA polymerase II CTD heptapeptide repeat Y1 phosphatase activity	molecular_function
A0A2K3DMI8	GO:0180005	RNA polymerase II CTD heptapeptide repeat T4 phosphatase activity	molecular_function
A0A2K3DMI8	GO:0180006	RNA polymerase II CTD heptapeptide repeat S2 phosphatase activity	molecular_function
A0A2K3DMI8	GO:0180007	RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity	molecular_function
A0A2K3DMI8	GO:0180008	RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity	molecular_function
A0A2K3DMI8	GO:1990439	MAP kinase serine/threonine phosphatase activity	molecular_function
A0A2K3DMI8	GO:0006338	chromatin remodeling	biological_process
A0A2K3DMI8	GO:0006357	regulation of transcription by RNA polymerase II	biological_process
A0A2K3DM84	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	biological_process
A0A2K3DM84	GO:0005737	cytoplasm	cellular_component
A0A2K3DM84	GO:0019005	SCF ubiquitin ligase complex	cellular_component
A0A2K3DMU8	GO:0003713	transcription coactivator activity	molecular_function
A0A2K3DMU8	GO:0045944	positive regulation of transcription by RNA polymerase II	biological_process
A0A2K3DMU8	GO:0005634	nucleus	cellular_component
A0A2K3DPJ2	GO:0016020	membrane	cellular_component
A8J1Z5	GO:0016020	membrane	cellular_component
A8J1Z5	GO:0016020	membrane	cellular_component
A0A2K3DQW5	GO:0005524	ATP binding	molecular_function
A0A2K3DQW5	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DRA1	GO:0003697	single-stranded DNA binding	molecular_function
A0A2K3DRA1	GO:0003824	catalytic activity	molecular_function
A0A2K3DRA1	GO:0004518	nuclease activity	molecular_function
A0A2K3DRA1	GO:0070260	5'-tyrosyl-DNA phosphodiesterase activity	molecular_function
A0A2K3DRA1	GO:0006281	DNA repair	biological_process
A0A2K3DRA1	GO:0006302	double-strand break repair	biological_process
A0A2K3DRA1	GO:0005737	cytoplasm	cellular_component
A0A2K3DQ92	GO:0001653	peptide receptor activity	molecular_function
A0A2K3DQ92	GO:0004383	guanylate cyclase activity	molecular_function
A0A2K3DQ92	GO:0016829	lyase activity	molecular_function
A0A2K3DQ92	GO:0006182	cGMP biosynthetic process	biological_process
A0A2K3DQ92	GO:0007168	receptor guanylyl cyclase signaling pathway	biological_process
A0A2K3DQ92	GO:0009190	cyclic nucleotide biosynthetic process	biological_process
A0A2K3DQ92	GO:0035556	intracellular signal transduction	biological_process
A0A2K3DQ92	GO:0005886	plasma membrane	cellular_component
A0A2K3DQ92	GO:0016020	membrane	cellular_component
A0A2K3DPT9	GO:0005509	calcium ion binding	molecular_function
A0A2K3DPT9	GO:0006355	regulation of DNA-templated transcription	biological_process
A0A2K3DPT9	GO:0006355	regulation of DNA-templated transcription	biological_process
A0A2K3DPT9	GO:0005634	nucleus	cellular_component
A0A2K3DPT9	GO:0005509	calcium ion binding	molecular_function
A0A2K3DPT9	GO:0006355	regulation of DNA-templated transcription	biological_process
A0A2K3DPT9	GO:0006355	regulation of DNA-templated transcription	biological_process
A0A2K3DPT9	GO:0005634	nucleus	cellular_component
A0A2K3DQD5	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DQD5	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DQD5	GO:0005524	ATP binding	molecular_function
A0A2K3DQD5	GO:0000425	pexophagy	biological_process
A0A2K3DQD5	GO:0006623	protein targeting to vacuole	biological_process
A0A2K3DQD5	GO:0016236	macroautophagy	biological_process
A0A2K3DQD5	GO:0045324	late endosome to vacuole transport	biological_process
A0A2K3DQD5	GO:0045324	late endosome to vacuole transport	biological_process
A0A2K3DQD5	GO:0005770	late endosome	cellular_component
A0A2K3DQD5	GO:0071561	nucleus-vacuole junction	cellular_component
A0A2K3DQD5	GO:0034271	phosphatidylinositol 3-kinase complex, class III, type I	cellular_component
A0A2K3DQD5	GO:0034272	phosphatidylinositol 3-kinase complex, class III, type II	cellular_component
A0A2K3DNA4	GO:0016161	beta-amylase activity	molecular_function
A0A2K3DNA4	GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function
A0A2K3DNA4	GO:0000272	polysaccharide catabolic process	biological_process
A8JFM9	GO:0004672	protein kinase activity	molecular_function
A8JFM9	GO:0004674	protein serine/threonine kinase activity	molecular_function
A8JFM9	GO:0005524	ATP binding	molecular_function
A0A2K3DP47	GO:0015174	basic amino acid transmembrane transporter activity	molecular_function
A0A2K3DP47	GO:1990822	basic amino acid transmembrane transport	biological_process
A0A2K3DP47	GO:0016020	membrane	cellular_component
A0A2K3DP47	GO:0016020	membrane	cellular_component
A0A2K3DPE0	GO:0003824	catalytic activity	molecular_function
A0A2K3DPE0	GO:0003824	catalytic activity	molecular_function
A0A2K3DPD8	GO:0003824	catalytic activity	molecular_function
A0A2K3DRJ8	GO:0003676	nucleic acid binding	molecular_function
A0A2K3DRJ8	GO:0003724	RNA helicase activity	molecular_function
A0A2K3DRJ8	GO:0003724	RNA helicase activity	molecular_function
A0A2K3DRJ8	GO:0003729	mRNA binding	molecular_function
A0A2K3DRJ8	GO:0004386	helicase activity	molecular_function
A0A2K3DRJ8	GO:0005524	ATP binding	molecular_function
A0A2K3DRJ8	GO:0016787	hydrolase activity	molecular_function
A0A2K3DRJ8	GO:0016973	poly(A)+ mRNA export from nucleus	biological_process
A0A2K3DRJ8	GO:0005634	nucleus	cellular_component
A0A2K3DRJ8	GO:0010494	cytoplasmic stress granule	cellular_component
A0A2K3DR56	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	molecular_function
A0A2K3DR56	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	molecular_function
A0A2K3DR56	GO:0006355	regulation of DNA-templated transcription	biological_process
A0A2K3DR56	GO:0006357	regulation of transcription by RNA polymerase II	biological_process
A0A2K3DR56	GO:0005634	nucleus	cellular_component
A0A2K3DQA9	GO:0003700	DNA-binding transcription factor activity	molecular_function
A0A2K3DQA9	GO:0006355	regulation of DNA-templated transcription	biological_process
